customer_sk,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,churn_flag,Complain,Satisfaction Score,Card Type,Point Earned,age_group,credit_tier,tenure_band,high_value_flag,estimated_ltv,churn_label,balance_salary_ratio,product_engagement,risk_score,risk_category,effective_start_date,effective_end_date,is_current,record_version
4389,15801152,Hill,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0,0,4,PLATINUM,649,36-50,Poor,New (0-2 yrs),Y,2901.9,Active,3.2206,3,5,High Risk,2026-04-19,9999-12-31,1,1
4390,15756425,Barnes,660,France,Male,30,7,146301.31,1,0,0,96847.91,0,0,1,PLATINUM,950,25-35,Fair,Mature (6-8 yrs),Y,3603.96,Active,1.5106,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
4391,15674328,Moreno,670,France,Female,40,3,47364.45,1,1,1,148579.43,1,1,2,PLATINUM,578,36-50,Good,Growing (3-5 yrs),N,1393.03,Churned,0.3188,4,0,Low Risk,2026-04-19,9999-12-31,1,1
4392,15742404,Mcgregor,718,France,Male,38,7,0.0,2,1,0,38308.34,0,0,2,SILVER,680,36-50,Good,Mature (6-8 yrs),N,268.16,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4393,15757140,Genovese,787,France,Male,51,0,58137.08,1,0,1,142538.31,0,0,5,DIAMOND,456,51-65,Very Good,,N,1162.74,Active,0.4079,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4394,15570051,Gill,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,0,3,PLATINUM,724,36-50,Very Good,Mature (6-8 yrs),Y,4516.46,Active,1.1748,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4395,15669175,Ts'Ai,479,Germany,Male,24,6,107637.97,2,0,1,169505.83,0,0,5,PLATINUM,456,Under 25,Poor,Mature (6-8 yrs),Y,3169.79,Active,0.635,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4396,15790324,Green,660,France,Female,20,6,167685.56,1,1,0,57929.9,0,0,5,DIAMOND,345,Under 25,Fair,Mature (6-8 yrs),Y,3701.29,Active,2.8946,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4397,15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0,0,4,SILVER,439,65+,Good,Growing (3-5 yrs),Y,3432.12,Active,0.7784,1,6,High Risk,2026-04-19,9999-12-31,1,1
4398,15743478,Johnson,659,Germany,Male,39,8,52106.33,2,1,1,107964.36,0,0,1,SILVER,595,36-50,Fair,Mature (6-8 yrs),N,1905.84,Active,0.4826,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4399,15707007,Onio,743,France,Female,39,8,0.0,1,1,0,94263.44,0,0,3,PLATINUM,296,36-50,Very Good,Mature (6-8 yrs),N,754.11,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,155921.81,1,1,3,PLATINUM,720,36-50,Good,Loyal (9-10 yrs),Y,3501.9,Churned,0.673,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4401,15567063,Manna,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1,1,1,DIAMOND,384,25-35,Very Good,Mature (6-8 yrs),Y,2956.67,Churned,0.7713,3,1,Low Risk,2026-04-19,9999-12-31,1,1
4402,15689633,Toomey,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0,0,1,DIAMOND,881,36-50,Excellent,New (0-2 yrs),Y,2615.34,Active,0.628,2,5,High Risk,2026-04-19,9999-12-31,1,1
4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1,1,4,DIAMOND,977,36-50,Good,Loyal (9-10 yrs),Y,4076.48,Churned,0.7235,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4404,15616859,Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1,1,2,GOLD,679,36-50,Fair,New (0-2 yrs),Y,2503.06,Churned,0.9872,5,8,Critical Risk,2026-04-19,9999-12-31,1,1
4405,15766166,Folliero,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0,0,2,DIAMOND,852,36-50,Fair,New (0-2 yrs),Y,2949.4,Active,6.075,4,2,Low Risk,2026-04-19,9999-12-31,1,1
4406,15617655,Holt,564,Spain,Female,35,9,0.0,2,1,1,105837.38,0,0,4,GOLD,505,25-35,Poor,Loyal (9-10 yrs),N,952.54,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4407,15623450,Brown,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0,0,3,DIAMOND,483,25-35,Fair,Mature (6-8 yrs),Y,3426.78,Active,1.3394,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4408,15796612,Ch'Ang,527,France,Female,31,1,112203.25,1,1,0,182266.01,0,0,3,GOLD,903,25-35,Poor,New (0-2 yrs),Y,2426.33,Active,0.6156,2,5,High Risk,2026-04-19,9999-12-31,1,1
4409,15795963,Fiorentini,687,France,Male,34,7,129895.19,1,0,1,28698.17,0,0,3,GOLD,478,25-35,Good,Mature (6-8 yrs),Y,2798.79,Active,4.5263,3,1,Low Risk,2026-04-19,9999-12-31,1,1
4410,15781598,Middleton,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1,1,4,DIAMOND,783,36-50,Very Good,Mature (6-8 yrs),Y,3283.53,Churned,2.956,3,1,Low Risk,2026-04-19,9999-12-31,1,1
4411,15691871,Millar,503,Germany,Male,42,9,153279.39,1,1,1,151336.96,0,0,4,DIAMOND,307,36-50,Poor,Loyal (9-10 yrs),Y,4427.62,Active,1.0128,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4412,15740345,Osborne,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1,1,2,GOLD,603,36-50,Fair,Growing (3-5 yrs),N,1394.36,Churned,0.3671,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4413,15662626,Feng,666,France,Female,40,2,0.0,2,0,0,36371.27,0,0,2,SILVER,879,36-50,Fair,New (0-2 yrs),N,72.74,Active,0.0,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4414,15596575,Vale,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0,0,4,PLATINUM,624,36-50,Fair,Growing (3-5 yrs),Y,2524.7,Active,2.1699,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4415,15657321,Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0,0,4,GOLD,622,25-35,Good,Mature (6-8 yrs),Y,3441.58,Active,0.7685,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4416,15575955,Lujan,764,France,Female,24,0,0.0,2,1,0,88724.49,0,0,3,GOLD,470,Under 25,Very Good,,N,0.0,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4417,15743893,Alexeyeva,471,France,Male,42,3,164951.56,1,1,0,190531.77,0,0,3,DIAMOND,361,36-50,Poor,Growing (3-5 yrs),Y,3870.63,Active,0.8657,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4418,15697270,Gannon,608,Spain,Male,27,4,153325.1,1,1,1,198069.7345,0,0,3,SILVER,778,25-35,Fair,Growing (3-5 yrs),Y,3858.78,Active,0.7741,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0,0,3,DIAMOND,725,36-50,Good,Loyal (9-10 yrs),Y,4123.55,Active,0.9289,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4420,15677586,Romero,587,Germany,Female,32,3,125445.04,2,1,1,130514.78,0,0,3,SILVER,764,25-35,Fair,Growing (3-5 yrs),Y,2900.45,Active,0.9612,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4421,15571261,Toscani,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0,0,2,DIAMOND,352,25-35,Good,Mature (6-8 yrs),Y,2845.27,Active,2.3367,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4422,15698758,Onwuamaegbu,630,Spain,Female,31,1,0.0,2,1,1,169802.73,0,0,4,PLATINUM,402,25-35,Fair,New (0-2 yrs),N,169.8,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4423,15787014,King,648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0,0,4,PLATINUM,842,25-35,Fair,Mature (6-8 yrs),N,2982.24,Active,0.6154,4,0,Low Risk,2026-04-19,9999-12-31,1,1
4424,15739857,Trentino,785,France,Female,40,3,0.0,2,1,1,96832.82,0,0,1,GOLD,222,36-50,Very Good,Growing (3-5 yrs),N,290.5,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4425,15774630,Peacock,601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0,0,1,SILVER,712,36-50,Fair,New (0-2 yrs),Y,2913.59,Active,2.4812,4,2,Low Risk,2026-04-19,9999-12-31,1,1
4426,15805523,Nnaife,717,France,Female,28,1,90537.16,1,0,1,74800.99,0,0,3,GOLD,448,25-35,Good,New (0-2 yrs),N,1885.54,Active,1.2104,3,1,Low Risk,2026-04-19,9999-12-31,1,1
4427,15749557,Chao,707,France,Female,44,6,0.0,2,1,1,192542.17,0,0,4,GOLD,463,36-50,Good,Mature (6-8 yrs),N,1155.25,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4428,15681180,Barese,771,France,Female,23,7,156123.73,1,1,0,72990.62,0,0,3,DIAMOND,769,Under 25,Very Good,Mature (6-8 yrs),Y,3633.41,Active,2.139,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4429,15742028,Udegbulam,602,France,Female,35,5,0.0,2,1,0,31050.02,0,0,5,DIAMOND,414,25-35,Fair,Growing (3-5 yrs),N,155.25,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,52795.56,1,1,2,DIAMOND,323,36-50,Fair,Mature (6-8 yrs),Y,3191.06,Churned,2.6721,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4431,15654379,Onwuatuegwu,588,Spain,Male,59,4,0.0,2,1,1,27435.41,0,0,3,SILVER,330,51-65,Fair,Growing (3-5 yrs),N,109.74,Active,0.0,5,2,Low Risk,2026-04-19,9999-12-31,1,1
4432,15783629,Degtyaryov,616,Germany,Female,42,6,117899.95,2,0,0,150266.81,0,0,3,PLATINUM,653,36-50,Fair,Mature (6-8 yrs),Y,3259.6,Active,0.7846,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4433,15751193,Nnaemeka,621,Spain,Male,33,4,0.0,2,1,1,40299.23,0,0,4,SILVER,914,25-35,Fair,Growing (3-5 yrs),N,161.2,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4434,15724099,Udinese,674,France,Male,26,6,166257.96,1,1,1,149369.41,0,0,1,PLATINUM,870,25-35,Good,Mature (6-8 yrs),Y,4221.38,Active,1.1131,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4435,15568429,Mitchell,633,Spain,Female,46,3,0.0,2,1,0,120250.58,0,0,2,DIAMOND,477,36-50,Fair,Growing (3-5 yrs),N,360.75,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4436,15648967,Ch'En,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1,1,2,SILVER,841,51-65,Good,New (0-2 yrs),Y,3472.01,Churned,1.9981,2,7,Critical Risk,2026-04-19,9999-12-31,1,1
4437,15664498,Golovanov,508,France,Male,26,7,185967.98540000003,1,1,0,156424.4,0,0,1,DIAMOND,954,25-35,Poor,Mature (6-8 yrs),Y,4814.33,Active,1.1889,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4438,15779522,Efimov,736,France,Female,24,0,0.0,2,1,0,109355.73,1,1,1,SILVER,446,Under 25,Good,,N,0.0,Churned,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4439,15583850,Davidson,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0,0,4,GOLD,564,65+,Good,,Y,2521.23,Active,0.6816,5,4,Medium Risk,2026-04-19,9999-12-31,1,1
4440,15696539,Wade,613,France,Female,21,7,105627.95,1,1,1,36560.51,0,0,5,GOLD,495,Under 25,Fair,Mature (6-8 yrs),Y,2368.48,Active,2.8891,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4441,15760121,Maynard,712,France,Male,32,9,100606.02,1,1,0,165693.06,0,0,1,DIAMOND,542,25-35,Good,Loyal (9-10 yrs),Y,3503.36,Active,0.6072,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4442,15628279,Murphy,624,France,Female,38,3,0.0,2,1,1,163666.85,0,0,3,PLATINUM,357,36-50,Fair,Growing (3-5 yrs),N,491.0,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4443,15766163,Zotova,676,France,Male,38,1,0.0,2,0,1,35644.79,0,0,4,GOLD,498,36-50,Good,New (0-2 yrs),N,35.64,Active,0.0,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4444,15566467,Hannah,683,Germany,Female,32,0,138171.1,2,1,1,188203.58,0,0,1,DIAMOND,433,25-35,Good,,Y,2763.42,Active,0.7342,5,2,Low Risk,2026-04-19,9999-12-31,1,1
4445,15639049,Cartagena,489,France,Female,31,7,139395.08,1,0,1,6120.84,0,0,4,PLATINUM,348,25-35,Poor,Mature (6-8 yrs),Y,2830.75,Active,22.7738,3,1,Low Risk,2026-04-19,9999-12-31,1,1
4446,15736413,Hall,739,France,Male,29,1,0.0,2,1,1,164484.78,0,0,5,DIAMOND,852,25-35,Good,New (0-2 yrs),N,164.48,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4447,15634815,Hunt,701,France,Female,37,3,0.0,2,1,1,164268.28,0,0,5,GOLD,647,36-50,Good,Growing (3-5 yrs),N,492.8,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1,1,5,GOLD,542,36-50,Fair,Mature (6-8 yrs),Y,3162.2,Churned,0.7783,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4449,15708162,Thomson,565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0,0,4,PLATINUM,576,36-50,Poor,New (0-2 yrs),N,1920.98,Active,0.7432,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4450,15569364,Victor,666,France,Male,36,3,0.0,2,1,0,35156.54,0,0,2,DIAMOND,995,36-50,Fair,Growing (3-5 yrs),N,105.47,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4451,15791191,Mitchell,633,France,Male,59,2,103996.74,1,1,1,103159.11,0,0,4,PLATINUM,678,51-65,Fair,New (0-2 yrs),Y,2286.25,Active,1.0081,4,4,Medium Risk,2026-04-19,9999-12-31,1,1
4452,15621205,Olisaemeka,578,France,Male,34,4,175111.11,1,1,1,74858.3,0,0,2,SILVER,311,25-35,Poor,Growing (3-5 yrs),Y,3801.66,Active,2.3392,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4453,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1,1,5,GOLD,632,36-50,Excellent,Mature (6-8 yrs),N,2054.04,Churned,0.7217,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4454,15775756,Alexandrova,809,Germany,Male,33,8,148055.74,1,0,0,198069.7345,0,0,1,PLATINUM,981,25-35,Excellent,Mature (6-8 yrs),Y,4545.67,Active,0.7475,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
4455,15641312,Paterson,615,France,Male,36,6,0.0,1,1,1,27011.8,1,1,2,GOLD,566,36-50,Fair,Mature (6-8 yrs),N,162.07,Churned,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
4456,15782531,Chou,684,Spain,Female,31,8,0.0,2,1,0,188637.05,0,0,4,SILVER,515,25-35,Good,Mature (6-8 yrs),N,1509.1,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4457,15724428,Abel,544,France,Male,40,8,0.0,2,1,0,61581.2,0,0,5,DIAMOND,408,36-50,Poor,Mature (6-8 yrs),N,492.65,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4458,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0,0,5,GOLD,757,36-50,Good,New (0-2 yrs),N,2117.43,Active,0.486,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4459,15585839,Niu,633,France,Male,37,2,0.0,2,1,0,182258.17,0,0,3,DIAMOND,918,36-50,Fair,New (0-2 yrs),N,364.52,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4460,15658158,Sullivan,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0,0,4,SILVER,455,Under 25,Good,Loyal (9-10 yrs),Y,3022.62,Active,1.3709,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4461,15637678,Ma,661,France,Male,35,5,0.0,1,1,0,155394.52,0,0,1,GOLD,698,25-35,Fair,Growing (3-5 yrs),N,776.97,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4462,15701809,Cavill,749,Spain,Female,28,3,0.0,1,1,0,3408.7,0,0,1,GOLD,811,25-35,Very Good,Growing (3-5 yrs),N,10.23,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4463,15676937,Nicholls,635,Spain,Female,32,8,0.0,2,1,1,19367.98,1,1,3,GOLD,491,25-35,Fair,Mature (6-8 yrs),N,154.94,Churned,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4464,15778975,Nnonso,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1,1,5,GOLD,365,65+,Excellent,New (0-2 yrs),N,2001.23,Churned,1.5566,4,9,Critical Risk,2026-04-19,9999-12-31,1,1
4465,15710375,Gibson,641,France,Male,41,6,0.0,2,1,0,65396.79,0,0,5,SILVER,226,36-50,Fair,Mature (6-8 yrs),N,392.38,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4466,15579914,Garcia,633,Germany,Male,30,2,109786.82,2,1,1,139712.81,0,0,2,PLATINUM,778,25-35,Fair,New (0-2 yrs),Y,2475.16,Active,0.7858,5,2,Low Risk,2026-04-19,9999-12-31,1,1
4467,15595160,Renwick,432,Spain,Male,35,2,0.0,2,1,1,60972.84,0,0,1,GOLD,541,25-35,Poor,New (0-2 yrs),N,121.95,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4468,15595391,Norris,538,France,Male,31,1,0.0,2,1,0,1842.8253000000004,0,0,1,PLATINUM,360,25-35,Poor,New (0-2 yrs),N,1.84,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4469,15630363,Nkemakonam,437,France,Female,39,0,102721.49,1,0,0,22191.82,0,0,1,GOLD,696,36-50,Poor,,Y,2054.43,Active,4.6288,1,5,High Risk,2026-04-19,9999-12-31,1,1
4470,15692443,Piccio,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1,1,1,PLATINUM,836,25-35,Fair,Growing (3-5 yrs),N,1434.44,Churned,7.7425,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4471,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1,1,4,GOLD,827,51-65,Poor,New (0-2 yrs),Y,3251.99,Churned,1.3221,2,7,Critical Risk,2026-04-19,9999-12-31,1,1
4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1,1,3,DIAMOND,808,51-65,Excellent,Mature (6-8 yrs),Y,4784.54,Churned,1.0785,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
4473,15683524,Tobenna,660,Germany,Female,23,6,166070.48,2,0,0,90494.72,0,0,4,GOLD,313,Under 25,Fair,Mature (6-8 yrs),Y,3864.38,Active,1.8351,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4474,15713532,Wang,646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0,0,1,PLATINUM,345,25-35,Fair,Growing (3-5 yrs),Y,2181.03,Active,6.8488,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4475,15719827,O'Donnell,767,France,Male,36,3,0.0,1,0,0,65147.27,0,0,2,DIAMOND,470,36-50,Very Good,Growing (3-5 yrs),N,195.44,Active,0.0,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
4476,15578435,Langlands,640,France,Male,40,8,110340.68,1,1,1,157886.6,0,0,4,DIAMOND,778,36-50,Fair,Mature (6-8 yrs),Y,3469.91,Active,0.6989,4,1,Low Risk,2026-04-19,9999-12-31,1,1
4477,15723028,Smith,778,France,Male,33,1,0.0,2,1,0,85439.73,0,0,2,DIAMOND,624,25-35,Very Good,New (0-2 yrs),N,85.44,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4478,15595609,Sykes,679,Germany,Male,52,9,135870.01,2,0,0,54038.62,0,0,2,GOLD,510,51-65,Good,Loyal (9-10 yrs),Y,3203.75,Active,2.5143,2,6,High Risk,2026-04-19,9999-12-31,1,1
4479,15622443,Marshall,549,France,Male,31,4,0.0,2,0,1,25684.85,0,0,1,PLATINUM,427,25-35,Poor,Growing (3-5 yrs),N,102.74,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
4480,15579112,Gibson,598,France,Male,47,2,0.0,2,1,1,186116.54,0,0,1,PLATINUM,316,36-50,Fair,New (0-2 yrs),N,372.23,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4481,15648479,Stephenson,655,France,Female,45,0,0.0,2,1,0,166830.71,0,0,2,GOLD,434,36-50,Fair,,N,0.0,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4482,15659234,Y?,494,France,Male,30,3,85704.95,1,0,1,27886.06,0,0,2,PLATINUM,520,25-35,Poor,Growing (3-5 yrs),N,1797.76,Active,3.0734,3,0,Low Risk,2026-04-19,9999-12-31,1,1
4483,15811970,Kang,653,France,Female,42,1,0.0,2,1,1,5768.32,0,0,2,SILVER,397,36-50,Fair,New (0-2 yrs),N,5.77,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4484,15774192,Miller,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1,1,2,PLATINUM,627,36-50,Poor,Mature (6-8 yrs),Y,2753.32,Churned,1.3085,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
4485,15595136,Kryukov,645,France,Female,37,1,0.0,2,1,1,68987.55,0,0,3,GOLD,973,36-50,Fair,New (0-2 yrs),N,68.99,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4486,15630580,Y?,751,Germany,Male,34,9,108513.25,2,1,1,27097.82,0,0,5,SILVER,264,25-35,Very Good,Loyal (9-10 yrs),Y,2414.15,Active,4.0045,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4487,15660646,Fanucci,528,France,Male,35,3,156687.1,1,1,0,198069.7345,0,0,4,PLATINUM,982,25-35,Poor,Growing (3-5 yrs),Y,3727.95,Active,0.7911,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4488,15614365,Lombardi,696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0,0,5,PLATINUM,326,25-35,Good,Growing (3-5 yrs),Y,3028.79,Active,27.055,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
4489,15776128,Hs?,716,France,Female,44,6,155114.9,1,0,0,133871.83,0,0,5,SILVER,682,36-50,Good,Mature (6-8 yrs),Y,3905.53,Active,1.1587,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
4490,15787035,Anderson,602,France,Female,35,8,0.0,2,1,1,152843.53,0,0,2,PLATINUM,677,25-35,Fair,Mature (6-8 yrs),N,1222.75,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
4491,15792646,Trentino,647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0,0,1,DIAMOND,402,51-65,Fair,New (0-2 yrs),N,1866.12,Active,2.1822,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
4492,15726832,Donnelly,850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0,0,1,SILVER,781,51-65,Excellent,Growing (3-5 yrs),Y,3111.84,Active,1.5402,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
4493,15773260,Tsou,590,France,Female,32,0,127763.24,1,1,0,100717.54,0,0,2,DIAMOND,417,25-35,Fair,,Y,2555.26,Active,1.2685,2,5,High Risk,2026-04-19,9999-12-31,1,1
4494,15624437,Johnson,825,Spain,Female,32,1,0.0,2,1,1,42935.15,0,0,1,PLATINUM,359,25-35,Excellent,New (0-2 yrs),N,42.94,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
4495,15717138,Watson,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0,0,2,DIAMOND,791,25-35,Excellent,Mature (6-8 yrs),N,2547.3,Active,0.5538,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
4496,15657317,Allan,789,France,Female,32,7,69423.52,1,1,0,107499.39,0,0,2,SILVER,666,25-35,Very Good,Mature (6-8 yrs),N,2140.97,Active,0.6458,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4497,15626948,Butcher,701,France,Female,42,6,86167.82,1,1,0,153342.38,0,0,5,DIAMOND,958,36-50,Good,Mature (6-8 yrs),N,2643.41,Active,0.5619,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
4498,15758901,Henderson,713,Spain,Female,47,1,0.0,1,1,0,107825.08,1,1,5,DIAMOND,571,36-50,Good,New (0-2 yrs),N,107.83,Churned,0.0,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4499,15777759,Boucaut,570,France,Male,30,2,131406.56,1,1,1,47952.45,0,0,1,GOLD,636,25-35,Poor,New (0-2 yrs),Y,2724.04,Active,2.7404,4,2,Low Risk,2026-04-19,9999-12-31,1,1
4500,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0,0,2,GOLD,763,36-50,Poor,Growing (3-5 yrs),Y,2962.01,Active,0.9305,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
4501,15697318,Ifeatu,771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0,0,3,SILVER,918,25-35,Very Good,Loyal (9-10 yrs),N,1848.03,Active,2.338,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
4502,15678916,Kelly,512,France,Female,75,2,0.0,1,1,0,123304.62,0,0,3,GOLD,355,65+,Poor,New (0-2 yrs),N,246.61,Active,0.0,2,6,High Risk,2026-04-19,9999-12-31,1,1
4503,15632118,Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1,1,3,SILVER,347,36-50,Good,Growing (3-5 yrs),Y,3998.87,Churned,1.1583,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4504,15788118,Siciliano,656,France,Male,33,7,138705.02,2,1,0,37136.15,0,0,1,GOLD,396,25-35,Fair,Mature (6-8 yrs),Y,3034.05,Active,3.735,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
4505,15788930,Silva,761,Spain,Male,37,7,132730.17,1,1,0,198069.7345,0,0,2,PLATINUM,649,36-50,Very Good,Mature (6-8 yrs),Y,4041.09,Active,0.6701,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
4506,15628583,Iweobiegbunam,709,France,Female,30,5,0.0,2,0,1,161388.22,0,0,3,PLATINUM,418,25-35,Good,Growing (3-5 yrs),N,806.94,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
